"","Massbank_PR310840_LPC_18_3","Massbank_PR310841_LPC_18_3","Massbank_PR310842_LPC_18_3","Massbank_RP012103_PC_16_0_0_0_Palmitoyllysolectithin_3_hexadecanoyloxy_2_hydroxypropyl_2_trimethylazaniumyl_ethyl_phosphate","PC_14_0_18_1_","PC_14_0_18_2_","PC_14_0_18_3_","PC_14_0_20_4_","PC_14_0_22_6_","PC_15_0_0_0_","PC_15_0_18_2_","PC_15_0_18_3_","PC_15_0_20_3_","PC_15_0_20_4_","PC_15_1_18_2_","PC_16_0_16_0_","PC_16_0_16_1_","PC_16_0_18_0_","PC_16_0_18_1_","PC_16_0_18_2_","PC_16_0_18_3_","PC_16_0_20_3_","PC_16_0_20_4_","PC_16_0_20_5_","PC_16_0_22_4_","PC_16_0_22_5_","PC_16_0_22_6_","PC_16_0_18_1_2_3_hexadecanoyloxy_2_octadec_9_enoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_4_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_tetraenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_5_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_17_pentaenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_1_16_1_","PC_16_1_17_1_","PC_16_1_17_2_","PC_16_1_18_1_","PC_16_1_18_2_","PC_16_1_18_3_","PC_16_1_20_4_","PC_16_2_16_0_","PC_16_2_16_1_","PC_16_2_18_1_","PC_16_2_18_2_","PC_16_3_16_0_","PC_17_0_0_0_","PC_17_0_18_1_","PC_17_0_18_2_","PC_17_0_18_3_","PC_17_1_18_1_","PC_17_1_18_2_","PC_17_2_18_2_","PC_18_0_18_2_","PC_18_0_18_3_","PC_18_0_20_2_","PC_18_0_20_3_","PC_18_0_20_4_","PC_18_0_9_0_CHO_","PC_18_1_18_1_","PC_18_1_18_2_","PC_18_1_19_1_","PC_18_1_20_1_","PC_18_1_20_3_","PC_18_1_20_4_","PC_18_1_22_1_","PC_18_1_24_0_","PC_18_1_24_1_","PC_18_1_18_2_trimethyl_2_3_octadec_11_enoyloxy_2_octadeca_9_12_dienoyloxy_propyl_phosphonato_oxy_ethyl_azanium","PC_18_2_0_0_","PC_18_2_18_2_","PC_18_2_18_3_","PC_18_2_20_0_","PC_18_2_20_1_","PC_18_2_20_2_","PC_18_2_20_4_","PC_18_2_22_0_","PC_18_2_24_0_","PC_18_3_0_0_","PC_18_3_18_3_","PC_18_3_20_2_","PC_19_1_19_1_","PC_19_1_22_1_","PC_20_1_20_1_","PC_DAG_16_0_18_3_","Spectral_Match_to_Arachidonoylthio_PC_from_NIST14","Spectral_Match_to_HEPC_from_NIST14","Spectral_Match_to_Lyso_PC_16_0_from_NIST14"
"PI655986","3.404289e+01","3.404289e+01","3.404289e+01","3.248725e+01","3.734638e+01","8.734028e+00","1.034439e+01","2.612117e+01","3.267034e+03","5.806803e-01","2.130244e+02","4.734875e+02","7.970393e+01","2.761712e+00","3.382054e+02","2.622031e+02","8.045820e+01","1.870795e+02","5.175776e+03","1.132576e+04","5.977352e+04","1.772179e+03","1.322347e+03","2.643304e+03","5.893143e+00","1.157566e+01","1.533961e+00","8.706886e+00","3.072617e+01","4.818109e+01","2.259411e+00","1.742927e+02","3.941883e+02","1.887627e+03","4.943487e+02","3.447056e+01","6.421459e+03","1.001584e+01","2.068879e+01","6.663473e+03","4.957505e+01","2.413692e+01","1.931332e+03","1.480825e+01","1.660736e+02","7.939242e+01","1.969880e+02","6.348278e+02","1.183591e+00","4.196952e+02","4.203156e+02","1.178173e+01","3.349487e+01","1.178629e+01","5.539117e-01","6.340435e+01","1.243730e+03","4.231243e+00","2.679913e+01","1.375067e+01","9.120486e+01","1.381332e+00","4.166112e+00","1.363839e+01","7.219496e+01","9.724175e+02","7.493299e+03","3.232857e+03","1.786235e+01","5.325801e+00","1.964381e+00","1.533961e+00","9.208879e-02","7.178102e-01","4.425575e+02","4.667191e+03","4.970337e+00","3.700790e+01","1.568553e-01","3.683552e-01","3.295658e+01","5.082212e+02","9.678005e-02","1.624362e+02"
"PI533752","8.580623e+00","8.580623e+00","8.580623e+00","3.245184e+01","3.636900e+00","1.475419e+01","2.259942e+01","2.906474e+01","2.726341e+03","1.523670e-01","1.454294e+02","4.168324e+02","6.701761e+01","2.288198e+00","2.977374e+02","2.850064e+02","7.034257e+00","9.165182e+01","3.450028e+03","5.617937e+03","7.797253e+04","1.238675e+03","1.013038e+03","3.504540e+03","1.144091e+01","7.510149e+00","1.832537e+00","7.110770e+00","1.461911e+01","3.938206e+01","1.273744e+01","1.189877e+02","3.439180e+02","9.363228e+02","9.650349e+02","2.911646e+01","9.066499e+03","1.206316e+01","4.519884e+01","8.706505e+03","4.760281e+01","5.273198e+01","2.202889e+03","1.572122e+01","1.954052e+02","6.689654e+01","1.813896e+02","5.350512e+02","9.806561e-01","2.728741e+02","3.666707e+02","1.004064e+01","6.206154e+01","2.288182e+01","1.286934e+00","8.920587e+01","9.078103e+02","4.060207e+00","2.808372e+01","2.669546e+01","5.591788e+01","1.950649e+00","4.306082e+00","1.125341e+01","4.325045e+01","1.533151e+02","5.740547e+03","4.176494e+03","1.636881e+01","9.249859e+00","3.813637e+00","1.832537e+00","1.300432e-01","5.922849e-01","1.115481e+02","3.894773e+03","3.004060e+00","3.411653e+01","1.387613e-01","5.201729e-01","6.433566e+01","3.797377e+02","2.539450e-02","1.622592e+02"
"PI533789","6.990691e+00","6.990691e+00","6.990691e+00","2.602848e+01","4.076101e+01","4.285449e+01","1.345593e+01","8.306674e+00","1.998504e+03","1.429220e-01","1.402801e+02","2.320651e+02","4.178338e+01","7.789961e+00","1.657608e+02","4.202477e+02","2.515415e+01","1.507477e+02","8.155743e+03","1.729666e+04","4.035157e+04","2.135494e+03","3.921470e+03","3.686503e+03","2.558833e+01","1.512727e+01","1.693762e+01","1.557583e+01","6.761188e+01","4.882742e+01","2.742731e+01","1.147746e+02","1.790828e+02","2.882776e+03","5.197873e+02","1.118682e+01","9.589631e+03","1.137405e+01","2.691186e+01","4.506609e+03","1.594922e+01","3.139717e+01","1.465529e+03","1.584656e+01","1.995522e+02","4.157240e+01","1.731956e+02","3.323682e+02","3.338555e+00","8.192885e+02","2.304048e+02","4.704265e+01","1.015525e+02","5.117665e+01","4.662331e-01","2.648361e+02","1.632436e+03","5.239009e+00","5.959329e+01","5.970609e+01","1.275365e+02","1.097217e+01","1.087295e+01","3.692139e+02","7.175365e+01","3.273903e+02","2.222166e+04","4.471461e+03","2.624652e+01","1.391529e+01","8.529442e+00","1.693762e+01","7.314783e-01","1.943231e+01","9.087898e+01","2.855006e+03","6.957741e+00","5.683920e+01","3.333351e-01","2.925913e+00","3.465248e+01","4.582109e+02","2.382034e-02","1.301424e+02"
"PI576376","1.690270e+01","1.690270e+01","1.690270e+01","4.554303e+01","1.952983e+01","2.744721e+01","1.982670e+01","4.893695e+01","1.873305e+03","1.092052e+00","2.271724e+02","3.900646e+02","3.021051e+01","3.609676e+00","2.786176e+02","4.322571e+02","3.497785e+01","1.026634e+01","6.499984e+03","1.465940e+04","5.370285e+04","3.182700e+03","8.695458e+02","6.997936e+03","1.536708e+01","1.192830e+01","1.596840e+01","1.849668e+01","1.417523e+02","1.527981e+02","2.707088e+00","1.858683e+02","3.059438e+02","2.443233e+03","2.203447e+03","5.497025e+01","1.784259e+04","6.458168e+00","3.965340e+01","6.064915e+03","8.501498e+01","4.626229e+01","2.626868e+03","4.913991e+01","1.405830e+02","2.995718e+01","1.835067e+02","2.394042e+02","1.547004e+00","8.977367e+02","8.468333e+02","1.354936e+01","6.133528e+01","3.073416e+01","3.819419e-01","8.988653e+02","2.713230e+03","1.339509e+00","3.370196e+01","3.585652e+01","1.057901e+02","1.063808e-01","1.242643e+01","2.394062e+00","1.065082e+02","6.561769e+02","4.927426e+03","8.607471e+03","2.175298e+01","7.064427e+00","5.122360e+00","1.596840e+01","7.092052e-03","1.260033e-01","2.197351e+02","2.676150e+03","5.673899e+00","4.510834e+01","7.550241e-02","2.836821e-02","1.468965e+02","9.120913e+02","1.820087e-01","2.277151e+02"
"PI653616","1.677008e+00","1.677008e+00","1.677008e+00","1.515877e+01","4.222736e+01","8.458701e+01","1.962802e+01","1.758235e+02","2.778372e+03","1.344074e-01","4.438071e+02","6.990317e+02","7.019467e+01","1.071074e+02","4.993083e+02","2.981436e+02","4.307707e+01","9.602857e+02","1.268864e+04","2.785366e+04","2.992482e+04","6.362495e+03","6.527600e+03","9.039269e+03","8.227096e+01","6.475997e+01","4.280682e+01","3.190937e+01","2.007749e+02","2.120875e+02","1.303330e+01","3.631149e+02","5.581287e+02","4.642277e+03","6.580280e+02","1.452616e+02","2.271618e+04","2.427407e+01","3.925604e+01","3.354226e+03","2.627059e+02","4.579871e+01","1.239202e+03","7.059348e+01","4.926356e+02","6.624507e+01","4.275459e+02","5.260110e+02","4.590315e+01","1.384282e+03","4.004432e+02","5.595682e+01","5.029128e+02","1.645419e+02","3.332639e+00","3.178322e+02","4.900221e+03","9.168683e+00","8.551784e+01","1.919656e+02","4.243150e+02","1.794433e+01","2.697604e+01","4.979039e+02","2.197612e+02","2.008669e+02","3.698973e+04","1.062065e+04","5.068529e+01","8.788649e+01","2.742365e+01","4.280682e+01","1.196288e+00","2.620547e+01","2.180110e+01","3.969102e+03","2.434890e+01","1.064920e+02","6.461775e-01","4.785154e+00","4.386853e+01","1.219745e+03","2.240123e-02","7.579386e+01"
"PI642992","4.128090e-01","4.128090e-01","4.128090e-01","1.458543e+01","2.141943e+01","1.115848e+02","3.440924e+01","3.623301e+02","2.180191e+03","2.045825e-01","1.327376e+03","1.226354e+03","1.345517e+02","2.989275e+02","8.759669e+02","7.863657e+02","2.385107e+02","1.737355e+03","3.985020e+04","3.408907e+04","5.434244e+04","1.650545e+04","2.228574e+04","1.131748e+04","7.062991e+01","6.168204e+01","1.296364e+02","1.435614e+02","3.982726e+02","1.372006e+02","3.078953e+02","1.086035e+03","9.582592e+02","5.681512e+03","2.890421e+02","2.178887e+02","3.014420e+04","3.713655e+01","6.881848e+01","6.050895e+03","4.747245e+02","8.028823e+01","2.153091e+03","1.608351e+02","7.767277e+02","1.229185e+02","8.364495e+02","9.717144e+02","1.281118e+02","6.115652e+03","7.571349e+02","1.205034e+02","1.489618e+03","1.412598e+02","1.075704e+01","1.597728e+03","9.389553e+03","2.159644e+01","1.669422e+02","1.648031e+02","4.852535e+02","6.959047e+01","7.729440e+01","8.167635e+02","2.617034e+02","2.343835e+02","1.262859e+05","1.390430e+04","7.069807e+01","2.595553e+02","2.354330e+01","1.296364e+02","4.639365e+00","4.298755e+01","5.366517e+00","3.114559e+03","2.280172e+01","1.532888e+02","2.604403e+00","1.855746e+01","1.926947e+01","2.188212e+03","3.409708e-02","7.292715e+01"
"PI656042","1.574817e+01","1.574817e+01","1.574817e+01","3.266817e+01","3.981703e+01","4.435264e+01","8.892362e+00","3.386499e+01","1.164848e+03","1.011157e+00","1.866277e+02","1.945452e+02","1.595335e+01","1.105831e+01","1.389609e+02","1.420835e+02","6.283904e+01","1.149019e+01","2.652767e+03","8.261088e+03","1.653205e+04","1.486749e+03","1.762476e+03","4.207354e+03","1.755975e+01","1.034434e+01","7.368206e+00","6.676780e+00","4.296165e+01","5.508843e+01","9.807035e-01","1.526954e+02","1.454708e+02","1.376848e+03","8.168939e+02","3.974309e+01","1.034954e+04","8.476916e+00","1.778472e+01","1.873201e+03","6.022479e+01","2.074885e+01","2.462453e+03","2.092359e+00","9.119678e+01","1.570629e+01","1.124071e+02","1.254032e+02","4.739277e+00","5.307796e+02","2.767996e+02","2.902883e+00","5.003909e+01","3.511950e+01","1.477064e+00","5.116882e+02","1.209915e+03","7.406464e-01","5.597259e+00","4.097276e+01","9.078132e+01","4.410179e-01","6.706978e+00","1.347613e+00","7.895977e+01","7.414638e+02","9.987361e+03","5.113373e+03","4.325182e+00","4.665359e+00","5.853251e+00","7.368206e+00","2.940119e-02","7.092701e-02","2.047261e+02","1.664069e+03","4.796417e+00","8.904349e+00","3.771559e-02","1.176048e-01","5.445959e+01","4.149041e+02","1.685261e-01","1.633408e+02"
"PI534135","7.662674e+00","7.662674e+00","7.662674e+00","3.074739e+01","2.488063e+01","2.972707e+01","1.653396e+00","1.333476e+01","6.342016e+02","3.180960e-01","1.156670e+02","1.511895e+02","1.259143e+01","4.129855e+00","1.079925e+02","1.807895e+02","2.015308e+01","1.899798e+02","4.036346e+03","1.106230e+04","1.458610e+04","1.596752e+03","1.850281e+03","2.224809e+03","1.425145e+01","3.686307e+00","3.401724e+00","7.804601e+00","5.779519e+01","1.570801e+01","1.924019e+01","9.463667e+01","1.187032e+02","1.843717e+03","3.118135e+02","1.977266e+01","5.311131e+03","6.973135e+00","3.306792e+00","1.634536e+03","2.708789e+01","3.857924e+00","1.777683e+03","4.535497e+00","9.874576e+01","1.172428e+01","1.068081e+02","9.292710e+01","1.769938e+00","4.457390e+02","1.478104e+02","1.240847e+01","4.825724e+01","2.850290e+01","6.909462e-01","1.648269e+02","2.572407e+03","4.134869e+00","2.785684e+01","3.325338e+01","3.540843e+01","3.957075e+00","5.935988e+00","1.888625e+01","2.080026e+02","4.635033e+02","1.048492e+04","2.671608e+03","1.799436e+01","7.924157e+00","4.750483e+00","3.401724e+00","2.638050e-01","9.940130e-01","9.961476e+01","9.060023e+02","1.688581e+00","3.735848e+01","2.078468e-01","1.055220e+00","2.078757e+01","6.686367e+02","5.301601e-02","1.537369e+02"
"PI534115","1.013147e+01","1.013147e+01","1.013147e+01","1.688377e+01","2.426846e+01","2.173924e+01","1.677957e+01","8.183619e+01","1.655926e+03","3.758738e-02","2.716210e+01","3.062906e+02","2.053369e+01","6.477620e+00","2.187790e+02","1.631870e+02","1.536981e+01","3.572580e+01","5.775671e+03","1.020742e+04","2.813787e+04","2.722897e+03","3.063166e+03","6.763532e+03","1.653483e+01","1.060220e+01","1.330486e+01","1.102572e+01","1.333432e+02","1.130864e+02","1.480526e+00","2.222354e+01","2.400770e+02","1.701236e+03","3.406120e+03","6.345170e+01","1.720766e+04","1.555171e+01","3.355913e+01","3.277813e+03","1.188719e+02","3.915232e+01","3.277706e+03","8.454372e+00","1.075086e+02","2.038980e+01","1.175284e+02","1.629745e+02","2.776123e+00","6.186614e+02","7.060940e+02","1.224470e+01","9.513307e+01","3.306966e+01","4.596355e-01","6.108875e+02","1.784890e+03","4.291924e+00","2.109517e+01","3.858127e+01","7.994182e+01","1.065843e+00","2.921993e+00","2.028948e+00","4.193337e+00","4.048674e+02","1.735794e+04","8.327887e+03","1.602192e+01","9.406317e+00","5.511611e+00","1.330486e+01","7.105619e-02","1.067867e-01","1.317090e+02","2.365608e+03","4.406618e+00","3.306519e+01","9.618986e-02","2.842248e-01","2.270747e+02","6.094415e+02","6.264563e-03","8.441883e+01"
"PI533766","1.926747e+01","1.926747e+01","1.926747e+01","4.471571e+01","1.908951e+01","3.567367e+01","6.562736e+00","8.910236e+01","5.442385e+03","9.499691e-01","4.069389e+02","7.229255e+02","9.124105e+01","1.509327e+01","5.163753e+02","4.768500e+02","2.523292e+01","3.191920e+02","8.801861e+03","2.322082e+04","6.088761e+04","2.378979e+03","3.624163e+03","8.354412e+03","1.180815e+01","1.054761e+01","1.534562e+01","1.146311e+01","6.986359e+01","3.814127e+01","2.145627e+01","3.329500e+02","5.287490e+02","3.870137e+03","2.807847e+02","7.351929e+01","2.225256e+04","1.534424e+01","1.312547e+01","6.777769e+03","1.330541e+02","1.531305e+01","2.284758e+03","5.570967e+01","4.008135e+02","8.458674e+01","4.709027e+02","6.700396e+02","6.468544e+00","1.167849e+03","2.513440e+02","1.636538e+01","9.600360e+01","2.361630e+01","5.193371e+00","3.797218e+02","1.699916e+03","5.339943e+00","1.695147e+02","2.755236e+01","8.582305e+01","3.814505e+00","2.070736e+01","3.997163e+02","7.338431e+01","8.268416e+02","2.053693e+04","1.015586e+04","3.391707e+01","1.596419e+01","3.936051e+00","1.534562e+01","2.543003e-01","2.103770e+01","2.504771e+02","7.774836e+03","4.650190e+00","7.784120e+01","4.831883e-01","1.017201e+00","1.871898e+01","4.924843e+02","1.583282e-01","2.235785e+02"
"PI655979","1.529595e+01","1.529595e+01","1.529595e+01","2.333201e+01","1.233527e+01","7.775153e+00","1.175352e+01","5.489140e+01","4.109837e+03","3.401333e-01","4.368936e+02","8.206887e+02","1.141404e+02","5.855091e+00","5.862062e+02","6.185630e+02","1.196142e+01","2.926343e+02","8.948082e+03","2.300081e+04","9.262857e+04","3.807620e+03","3.767473e+03","6.595621e+03","1.807651e+01","1.839550e+01","1.131468e+01","1.540072e+01","7.469937e+01","1.007224e+02","4.366457e+00","3.574584e+02","6.883976e+02","3.833469e+03","8.726181e+02","4.765561e+01","1.753711e+04","5.133567e+00","2.350705e+01","1.033085e+04","8.390210e+01","2.742489e+01","1.190262e+03","3.653052e+01","5.233401e+02","1.122068e+02","4.383296e+02","8.957205e+02","2.509325e+00","1.169631e+03","7.897686e+02","2.952320e+01","8.694745e+01","3.615303e+01","3.048354e-01","3.984136e+02","3.892864e+03","8.070301e+00","1.463233e+02","4.217853e+01","1.582504e+02","2.528338e+01","3.202412e+01","4.200079e+02","2.552370e+02","6.277839e+02","2.134901e+04","8.069818e+03","4.184078e+01","1.183956e+01","6.025504e+00","1.131468e+01","1.685559e+00","2.210568e+01","1.988473e+02","5.871195e+03","8.701907e+00","9.225348e+01","1.196641e+00","6.742235e+00","5.817454e+01","1.302754e+03","5.668888e-02","1.166600e+02"
"PI576130","1.175599e+00","1.175599e+00","1.175599e+00","2.469054e+01","1.510609e+01","2.340447e+01","1.415576e+00","3.669567e+01","1.158566e+03","5.533051e-01","2.944178e+02","3.698786e+02","5.065526e+01","9.451618e+01","2.641990e+02","3.003337e+02","2.543638e+01","6.432833e+02","7.632501e+03","8.536797e+03","3.002499e+04","5.281277e+03","7.079089e+03","4.161805e+03","2.663536e+01","2.308184e+01","2.677138e+01","1.883867e+01","2.831757e+02","5.033501e+01","9.021307e+00","2.408873e+02","2.985471e+02","1.422799e+03","2.227060e+02","3.088991e+01","1.039562e+04","1.770800e+01","2.831151e+00","3.346008e+03","5.529729e+01","3.303010e+00","1.594802e+03","1.730443e+01","3.438121e+02","4.856149e+01","3.154451e+02","3.863982e+02","4.050693e+01","1.697392e+03","3.957704e+02","6.254059e+01","4.615823e+02","5.327072e+01","1.217626e+00","3.356638e+02","8.878922e+03","1.659605e+01","8.317905e+01","6.214918e+01","1.948741e+02","3.492784e+01","2.186590e+01","4.224658e+02","7.162000e+02","2.134834e+02","4.011484e+04","4.998573e+03","4.885971e+01","7.655311e+01","8.878454e+00","2.677138e+01","2.328523e+00","2.223504e+01","1.528279e+01","1.655094e+03","1.032800e+01","1.030324e+02","1.383445e+00","9.314092e+00","1.484707e+01","2.251282e+03","9.221752e-02","1.234527e+02"
"PI534155","3.528552e+01","3.528552e+01","3.528552e+01","2.964169e+01","7.985181e+00","1.499027e+01","1.901304e+01","8.970026e+01","4.004095e+03","9.073592e-01","2.715657e+02","3.583731e+02","7.619056e+01","6.296481e+00","2.559808e+02","3.409298e+02","1.113579e+01","2.139998e+02","3.422698e+03","1.285213e+04","5.020633e+04","3.506895e+03","1.812975e+03","7.374343e+03","2.854220e+00","2.206042e+01","1.739402e+01","7.706203e+00","9.035818e+01","3.265268e+01","9.406839e+00","2.221901e+02","2.651605e+02","2.142022e+03","3.432749e+02","7.605231e+01","1.925110e+04","1.022043e+01","3.802607e+01","5.593737e+03","1.356157e+02","4.436375e+01","2.095391e+03","4.056089e+00","3.495956e+02","6.734815e+01","3.342509e+02","5.299428e+02","2.698492e+00","2.135237e+03","7.121217e+02","1.150530e+01","5.368353e+01","5.708439e+00","2.848760e+00","6.629796e+02","3.245707e+03","5.252108e+00","5.585239e+01","6.659846e+00","1.747213e+02","2.608089e+00","2.659836e+01","4.831697e+02","1.941620e+02","1.368040e+03","1.027353e+04","8.980545e+03","2.043395e+01","8.143424e+00","9.514066e-01","1.739402e+01","1.738726e-01","2.542998e+01","4.587117e+02","5.720136e+03","9.755737e+00","4.391719e+01","2.304783e-01","6.954904e-01","2.288500e+01","1.126548e+03","1.512265e-01","1.482085e+02"
"PI595743","1.726292e+01","1.726292e+01","1.726292e+01","7.248596e+01","1.375123e+01","1.048308e+02","2.536036e+01","5.725213e+01","1.240648e+03","4.364185e-01","2.959170e+02","3.754054e+02","4.801943e+01","6.491028e+00","2.681467e+02","4.573640e+02","3.642402e+01","4.996400e+01","7.249142e+03","2.179286e+04","4.070914e+04","4.406234e+03","6.824122e+03","1.147717e+04","2.638055e+01","1.191468e+01","2.253147e+01","4.906670e+00","2.744359e+02","2.317910e+02","1.623100e+00","2.421139e+02","2.872685e+02","3.632143e+03","1.417420e+03","5.028137e+01","3.069354e+04","3.541401e+01","5.072071e+01","4.586234e+03","8.798195e+01","5.917416e+01","5.089637e+03","9.836692e+00","2.179122e+02","4.679987e+01","2.285363e+02","3.731794e+02","2.781869e+00","1.093771e+03","1.020415e+03","1.901036e+01","2.822365e+02","5.276110e+01","1.948336e-01","4.460809e+02","3.967050e+03","8.789345e+00","3.646280e+01","6.155462e+01","9.839060e+01","3.568456e+00","2.677104e+00","3.083697e+02","1.736603e+02","1.061640e+03","3.867003e+04","1.426853e+04","2.713560e+01","4.100947e+01","8.793517e+00","2.253147e+01","2.378971e-01","1.622998e+01","2.244180e+02","1.772355e+03","5.599156e+00","5.598356e+01","5.106621e-01","9.515883e-01","9.449470e+01","1.226465e+03","7.273642e-02","3.624298e+02"
"PI597951","2.684153e+00","2.684153e+00","2.684153e+00","2.452287e+01","4.956049e+01","1.062585e+02","2.010152e+01","5.206919e+01","1.440130e+03","2.006180e-01","3.961385e+02","4.587450e+02","4.436565e+01","3.510904e+01","3.276750e+02","3.348465e+02","8.913433e+01","2.946690e+02","8.495853e+03","1.827810e+04","3.211717e+04","6.584289e+03","6.351081e+03","4.909988e+03","2.274571e+01","1.450789e+01","2.577979e+01","1.440678e+01","1.295185e+02","8.631262e+01","3.222131e+01","3.241133e+02","3.711901e+02","3.046350e+03","3.634692e+02","4.783668e+01","1.224083e+04","2.079896e+01","4.020305e+01","3.584728e+03","8.174117e+01","4.690356e+01","1.379694e+03","2.087933e+01","3.938179e+02","4.292218e+01","3.503660e+02","3.419340e+02","1.504673e+01","1.722809e+03","6.227808e+02","7.718280e+01","1.673720e+02","4.549142e+01","4.193774e-01","3.396406e+02","9.678454e+03","1.729555e+01","9.696035e+01","5.307332e+01","1.471749e+02","6.326107e+01","2.056460e+01","4.512955e+02","7.182580e+02","3.988581e+02","3.598946e+04","5.932391e+03","3.843523e+01","2.201102e+01","7.581903e+00","2.577979e+01","4.217405e+00","2.375239e+01","3.489399e+01","2.057328e+03","6.598519e+00","8.418787e+01","3.196327e+00","1.686962e+01","2.423128e+01","2.479289e+03","3.343633e-02","1.226143e+02"
"PI656068","1.407970e+00","1.407970e+00","1.407970e+00","1.354109e+01","2.770710e+01","4.953374e+02","9.852658e+01","2.141941e+01","2.103982e+03","7.231773e-02","2.272864e+02","1.800999e+02","2.193743e+01","1.705769e+00","1.286428e+02","2.603418e+02","4.317898e+01","5.875713e+01","1.936959e+03","1.113188e+04","3.271843e+04","1.399569e+03","3.245469e+03","4.956634e+03","1.684229e+01","1.821515e+01","8.786197e+00","4.280110e+00","7.084233e+01","1.249251e+01","1.836432e+02","1.859616e+02","1.460862e+02","1.855313e+03","1.847978e+02","2.990748e+01","1.323528e+04","4.208540e+01","1.970532e+02","3.643595e+03","4.199473e+01","2.298953e+02","1.182314e+03","4.267708e+00","1.414128e+02","2.178374e+01","1.524505e+02","1.741162e+02","7.310436e-01","8.640227e+02","2.522146e+02","1.619937e+01","1.777568e+02","3.368458e+01","1.180644e-01","3.073451e+02","1.309458e+03","6.455084e+00","3.269716e+01","3.929868e+01","1.210361e+02","6.159989e+00","1.967621e+01","2.692032e+02","7.394702e+01","1.713976e+02","1.839099e+04","6.085376e+03","2.183299e+01","2.640405e+01","5.614097e+00","8.786197e+00","4.106660e-01","1.416859e+01","1.830362e+01","3.005689e+03","6.682408e+00","4.529901e+01","3.183374e-01","1.642664e+00","1.231985e+01","4.188161e+02","1.205296e-02","6.770547e+01"
"PI597967","6.305016e+00","6.305016e+00","6.305016e+00","4.452005e+01","3.471953e+01","7.151336e+01","1.627294e+01","7.786717e+00","1.335910e+03","3.861516e-01","1.486442e+02","1.884756e+02","2.151763e+01","5.578070e+00","1.346254e+02","1.003560e+02","2.818686e+01","8.360342e-01","5.462402e+03","1.357157e+04","3.112724e+04","2.191421e+03","2.238512e+03","4.112408e+03","1.520591e+01","1.509376e+01","4.469263e+00","1.093445e+01","8.973260e+01","8.901373e+01","2.409156e+00","1.216180e+02","1.410574e+02","2.261928e+03","1.592940e+03","7.113011e+00","9.834990e+03","1.251208e+01","3.254588e+01","3.529380e+03","1.219069e+01","3.797019e+01","3.975688e+03","4.658250e+00","9.108424e+01","2.135451e+01","1.142500e+02","1.706730e+02","2.390602e+00","6.031622e+02","3.767733e+02","7.014703e+00","9.711158e+01","3.041181e+01","7.594918e-01","6.401255e+02","9.590175e+02","4.354505e+00","1.444189e+01","3.548045e+01","1.057907e+02","1.063808e-01","8.986621e-01","2.206355e+00","1.889438e+00","4.056216e+02","1.268490e+04","4.898187e+03","1.157420e+01","8.690456e+00","5.068636e+00","4.469263e+00","7.092052e-03","1.161239e-01","8.196521e+01","1.908443e+03","6.075230e+00","2.376412e+01","2.876590e-02","2.836821e-02","1.061960e+02","3.820658e+02","6.435860e-02","2.226002e+02"
"PI656050","1.527509e+00","1.527509e+00","1.527509e+00","1.523580e+01","4.292161e+01","8.246554e+01","7.876664e+00","1.503638e+02","2.320523e+03","7.379211e-02","4.832274e+02","6.336861e+02","6.277640e+01","1.217723e+02","4.526329e+02","4.842561e+02","9.005135e+01","1.959068e+03","2.628610e+04","2.001465e+04","2.946249e+04","9.233052e+03","7.731628e+03","8.712784e+03","1.051409e+02","7.634012e+01","7.081389e+01","6.202262e+01","2.999166e+02","8.331112e+01","5.897437e+00","3.953679e+02","4.937040e+02","3.335775e+03","6.987625e+01","1.176975e+02","2.315664e+04","2.677914e+01","1.575333e+01","3.276715e+03","2.193228e+02","1.837888e+01","1.393410e+03","7.797686e+01","7.054330e+02","5.707279e+01","5.652346e+02","4.508787e+02","5.218814e+01","3.368223e+03","7.484164e+02","9.691166e+01","9.120765e+02","2.102818e+02","1.544724e+01","6.259062e+02","4.194252e+03","9.312257e+00","1.678842e+02","2.453288e+02","5.244226e+02","3.360279e+01","4.031427e+01","5.821099e+02","9.844191e+00","1.461634e+02","4.381256e+04","1.075820e+04","4.802818e+01","1.590186e+02","3.504697e+01","7.081389e+01","2.240186e+00","3.063736e+01","1.985762e+01","3.315033e+03","2.824483e+01","1.082896e+02","1.093873e+00","8.960744e+00","4.658417e+00","1.153601e+03","1.229869e-02","7.617899e+01"
