,PC_18_3__0_0,PC_18_2__0_0,PC_15_0__0_0,PC_17_0__0_0_1,PC_18_0__9_0_CHO,PC_17_0__0_0_2,PC_18_3__18_3__PC_14_0__22_6,PC_16_3__16_0_PC_14_0__18_3__PC_16_2__16_1,PC_16_2__18_2__PC_14_0__20_4__PC_16_1__18_3,PC_16_1__20_4__PC_16_0__20_5__PC_18_2__18_3,PC_16_0_20_5,PC_16_1__16_1,PC_16_1__17_2__PC_15_0__18_3__PC_15_1__18_2,PC_17_2__18_2__PC_15_0__20_4,PC_14_0__18_2_PC_16_2__16_0,PC_16_2__18_2__PC_16_1__18_3__PC_14_0__20_4,PC_18_2__18_3__PC_16_0__20_5__PC_16_1__20_4,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_1,PC_16_1__17_2__PC_15_1__18_2__PC_15_0__18_3,PC_16_1__17_1__PC_15_0__18_2,PC_18_2__18_2__PC_16_0__20_4,PC_14_0__18_2__PC_16_2__16_0,PC_16_0__18_3__PC_16_2__18_1,PC_16_0_20_4,PC_16_0__20_5__PC_18_2__18_3__PC_16_1__20_4,PC_18_2__20_4__PC_16_0__22_6_1,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_2,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_1,PC_16_0__16_1__PC_14_0__18_1_1,PC_16_1__18_2__PC-DAG_16_0__18_3__PC_16_0__18_3,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_2,PC_16_0__18_1_1_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_2,PC_18_2__20_4__PC_16_0__22_6_2,PC_18_1__18_2__PC_16_0__20_3,PC_16_0__18_2__PC_16_1__18_1,PC_16_0__16_1__PC_14_0__18_1_2,PC_18_2__20_1__PC_18_0__20_3,PC_16_0__18_1_2_1,PC_17_1__18_1__PC_17_0__18_2_1,PC_18_0__18_3__PC_16_0__20_3__PC_18_1__18_2,PC_18_2__20_4__PC_16_0__22_6_3,PC_18_2__20_2__PC_18_0__20_4__C_18_1__20_3__PC_16_0__22_4,PC_16_0__16_0_1,PC_16_0__18_0,PC_18_1__18_2__PC_18_0__18_3__PC_16_0__20_3,PC_17_1__18_1__PC_17_0__18_2_2,PC_16_0__18_1_1_2,PC_16_0__18_1_2_2,PC_18_1__18_1_PC_18_0__18_2,PC_16_0__16_0_2,PC_16_0__18_1_3,PC_18_1__20_1__PC_19_1__19_1__PC_18_2__20_0,PC_18_1__20_4,PC_18_0__18_2__PC_18_1__18_1,PC_18_2__20_1__PC_18_0__20_3_1,PC_17_0__18_1,PC_18_1__18_1__PC_18_0__18_2_1,PC_18_2__20_1__PC_18_0__20_3_2,PC_18_1__19_1,PC_18_0__20_2__PC_19_1__19_1__PC_18_1__20_1__PC_18_2__20_0,PC_18_0__20_2__PC_18_1__20_1__PC_19_1__19_1,PC_18_1__22_1__PC_20_1__20_1__PC_18_2__22_0,PC_19_1__22_1,PC_18_1__24_1__PC_18_2__24_0,PC_18_1__24_0,LPC_18_3
PI533939,779.80316,1243498.6,5133.997,85442,304863.06,7166.983,22595.266,26501.037,28260.217,26501.037,17825.848,27052.598,261664.2,20678.91,109795.36,411262.1,248340.86,26329.459,47032.21,9199815,173417.64,14586426,3397883.2,712341.56,275665.97,1443765.4,87946.77,4302.051,129953.28,13640.044,161141.16,43737.957,16702.488,2718901.2,197458.42,326863.6,11667402,111470.55,11106495,1329383.5,1483291,130634.86,665433,1266108,43187.42,263818.78,756572.4,22136.758,587940.06,973045.94,26535.135,32739.67,130508.516,8380.513,65360.066,41888.586,41789.92,22525.379,21506.887,48769.96,39311.914,62783.535,79885.664,8579.709,8590.772,114915.016,13353.155,85442
PI24969,44.405945,1284245.6,19577.377,6288.6294,3736.0034,89832.92,114820.18,7910.795,38823.516,7910.795,38320.7,2643.7915,184898.67,9315.744,139581.47,250337.1,140723.19,87338.766,182099.92,19419002,148727.34,23472766,445052.12,42608.066,75931.484,1975222,52559.832,52045.82,279861.75,15590.048,153363.17,42341.504,2679.77,8337409.5,35406.824,100117.54,21966334,91597.56,10472596,762437.6,2917.2185,110345.02,1366605.2,1289455.4,58017.824,412035.72,1280010.5,25614.113,1159779.2,863512.44,8620.131,61361.45,167548.34,21455.31,55314.297,64918.668,136309.33,2416.7402,23527.3,97801.805,3631.6123,39314.73,86883.67,6297.139,8096.08,123292.914,8357.961,6288.6294
PI576349,346.23355,1622159.6,5761.3594,45754.355,219818.78,48804.707,10549.574,20390.57,24275.07,20390.57,5761.3335,23981.125,289032.6,54045.94,135032.31,181955.22,177540.73,20543.576,29969.62,8380485.5,22234.328,17759624,1792349.5,813098.75,210034.12,2205368,448778.06,5069.7866,110139.19,18847.727,133468.25,19592.176,21842.762,1452536.4,41205.668,95769.1,8245830,207302.52,12435959,517299.94,39822.08,36303.59,439749.1,2027128.9,37331.867,131133.9,1135270.2,23985.764,324421.4,890436.94,20732.285,22024.895,222744.34,9760.775,48837.637,39204.656,57994.055,5241.9956,2638.788,116920.66,1837.7544,34809.125,106516.39,9273.313,12108.7705,167032.83,11291.895,45754.355
PI656028,102.36183,1954183.9,12057.201,30781.889,101203.766,33411.566,51031.242,10589.81,55830.875,28202.291,83120.47,50907.934,702027.56,76744.67,268187.88,405684.12,339054.5,68828.77,176557.58,23734828,303593.6,42254264,2690080,4505647,898508.25,3618951.8,296136.44,62211.156,300801.53,31338.854,262037.05,119322.13,30154.89,4977934.5,46215.51,339929.9,18583620,243475.64,22902926,735399.1,2244.3196,64996.89,1081294.6,2491499.5,73442.94,141280.72,2081564.5,54550.094,904922.5,1342424,66988.336,46811.395,323485.44,14965.751,100133.58,40493.44,193319.8,3728.138,21307.818,210470.19,31384.998,36945.203,187560.81,20212.336,22322.645,270570.7,34009.53,30781.889
PI534053,1040.1504,4212853,33754.23,241715.94,458590.6,3002.7366,79004.59,2443.337,41406.68,25931.746,70596.734,34419.08,315461.62,197036.17,87802.95,356716,135677.44,30571.94,88436.98,19816268,704035.75,18817804,1265838.4,50843.715,2365330.2,2280521.8,56306.977,6670.461,340909.3,5402.4526,175446,1667.15,5589.202,4081892,120997.1,3068261.5,15284683,140162.62,7438139,376167.34,307783.78,219149.25,629861.2,779375.1,476832.84,9289.24,650877.7,35237.477,624243.6,384854.34,9480.881,19171.281,61733.832,8364.836,12601.06,12452.338,17705.838,54828.23,26838.92,4767.6724,65717.86,1415.8906,71187.61,520.4594,1716.1702,65541.945,2753.7068,241715.94
PI597960,827.7551,1544163.6,5420.782,33439.332,221011.44,2378.926,45652.844,25576.797,24278.248,42184.88,53034.723,23558.8,305568.62,159775.66,170655.34,178434.14,170200.89,28229.264,61005.895,18623006,272962.03,23393786,2002786.5,256245.97,540251.9,1400071,108517.17,4058.0264,131959.31,10326.137,135517.28,111273.875,13771.082,1434591.4,24915.314,179663.08,11630929,100937.8,9585690,220345.75,220345.75,201925,630597.5,900899.5,48976.73,13772.84,695325.5,47033.523,438296.34,810951.2,9018.692,5726.47,75977,11493.711,44326.703,45016.88,117416.82,2875.7861,11267.076,82236.914,12591.327,8260.199,98435.34,5456.239,6101.8726,78453.94,10196.407,33439.332
PI576373,3726.5579,4421909,33573.207,220980.06,449863.25,41369.188,93836.234,10083.964,62339.03,50992.953,64990.168,28587.162,231095.27,139953.34,100523.99,542764.3,499708.47,30079.707,124286.4,27416826,1016559.44,12351127,3933843.2,92155.95,2697585.8,1839203.9,5225.0903,6415.027,245087.56,17779.918,171249.42,51227.523,21019.195,2419057.8,21909.709,519973.2,19554608,141742.61,13278539,487508.7,3163.6367,871526.06,792910.5,1483856.4,142996.95,23983.088,1711948.5,34718.3,1478115.2,1018329.5,71097.57,8204.853,99636.55,28988.266,75794.76,17753.375,34163.668,59365.242,41396.76,51518.34,66752.69,3475.2842,63566.957,832.7915,1546.9387,3227.049,10802.389,220980.06
PI533761,126.3527,1109825.2,3640.5676,45551.465,92231.54,56696.805,5966.87,12517.712,6919.6123,15850.056,20039.277,23574.305,259472.72,7220.5005,147557.75,234740.22,178705.45,32348.545,54306.426,16890100,226827.62,19209862,1057060.4,1960063.5,299514.12,2095549.8,287022.97,4328.0635,137831.61,13272.928,119758.09,119867.805,19241.096,3475691,24156.895,336360.9,11177760,260611.08,11304489,1036638.2,69293.82,36861.996,800331.1,1492165.8,85826.63,170465.84,657533.75,19079.957,444176.88,641556.56,2907.609,35265.977,154371.47,11183.365,59751.453,52653.63,79228.36,42365.12,12265.037,66219.984,50595.74,27354.521,106606.6,7968.292,4110.651,139904.56,24587.287,45551.465
PI655999,164.83374,1669066.8,4543.5464,11677.529,80574.35,244803.98,125407.47,102124.516,55486.348,191237.33,88081.69,49135.453,442506.84,15824.372,697544.1,333983.75,545488.56,166183.81,268482.75,31040064,341401.06,53070604,1936437.5,1553787.2,377678.88,4342530.5,301723.22,104019.37,360721.78,32052.336,299717.47,99156.94,22041.588,9848583,126533.95,1029218.06,41179010,379696.66,43447496,675948.3,2451104.8,122940.164,1661269.6,4208811,91093.42,920883.56,3051937.5,34340.492,782771.7,1790251,19661.164,77671.73,404929.34,23343.025,68445.58,182373.14,239189.36,12499.4375,36543.08,297633,27287.506,91243.69,143048.39,14582.011,6325.2964,202227.67,14421.224,11677.529
PI656097,138.61583,1148501.5,1728.1288,38588.35,166946.69,65609.18,8614.812,6872.7417,6698.0283,11142.515,2398.71,34193.95,219235.14,16153.137,90652,181466.22,139024.22,32322.67,8937.904,5420761,94076.09,11344652,1679330.1,724538.5,354090.8,1519498.2,182320.2,5634.3423,58257.18,9911.655,71403.1,18452.566,13953.666,1683120.1,11154.498,92256.125,7749520.5,130382.97,9419192,232258.14,41343.15,12298.387,421627.47,1287998.2,33581.426,399815.8,806955,16624.734,141316.62,681081.7,10306.359,20402.45,75415.99,4706.7676,30821.867,28808.383,41698.33,3745.7002,11322.617,80601.766,4532.2783,30584.701,58969.598,920.8406,658.18506,114666.21,2050.5278,38588.35
PI534144,0,1427561,6996.33,3894.3018,44122.953,10744.878,20410.115,6127.0747,6455.079,6127.0747,18207.19,20152.932,230577.6,29844.832,69697.06,169513.4,99750.94,38622.2,67471.734,11404054,211156.7,25826044,1564576.2,457908.03,293143.97,523544.34,39665.613,3740.0452,113258.14,11902.082,103885.9,60725.85,569.53314,3885038.8,17971.324,106245.88,12738082,5482.872,9877375,271707.16,271707.16,128137.36,602725.4,558682.44,52109.844,5728.07,1045533.25,20666.88,745295.1,565152.4,29231.492,17692.592,52764.688,31706.904,41637.43,32799.094,66632.18,4023.7954,9896.573,45925.887,20143.855,27355.803,60615.387,1892.4062,1097.5295,83302.9,2766.3137,3894.3018
PI576399,210.06436,1178904.5,1383.7058,9501.225,93702.39,37710.65,48392.777,8796.933,33948.08,52913.227,31665.354,26613.662,394195.5,31978.18,135595.17,332537.03,222865.77,41434.86,99747.64,22069302,306049.7,19576858,570666.1,569934.9,674990.4,1484134.4,161974.53,28619.637,187853.55,49680.594,183910.14,61439.58,17081.746,5562561,80995.12,23207.111,15755483,168796.4,12196940,121600.93,1394.1296,54224.3,1052603.5,1691004.1,36090.754,47393.53,1081771.6,29643.332,1651173.2,685965.5,5875.0205,55694.297,121451.24,10997.582,61107.01,43615.305,103599.85,3453.3914,16747.994,74636.2,17541.154,35723.836,97198.98,6243.2524,11345.728,166429.62,17374.475,9501.225
PI48770,409.5789,1693587.5,20207.35,54148.273,183350.58,80865.484,24983.98,2543.2642,33818.84,49793.29,13628.492,28206.34,233272.1,17010.87,166833.08,292747.8,188945.69,53300.363,75298.484,14670319,123007.52,24140822,1281978.8,1498686.5,120306.68,1533993.9,192688.58,10236.597,180119.86,16062.057,193924.7,68021.734,25856.986,3822395.8,17953.803,187146.61,18005934,253310.17,14595967,213029.86,61871.06,28332.777,701703.7,2455038.8,34542.11,751423,1426458.9,23563.16,500499.53,924887.06,60982.34,32477.262,148317.97,8762.021,57071.348,50278.41,44438.04,1501.1642,12599.862,105255.234,1673.6638,30215.562,86503.1,1882.6196,8327.43,164298.73,11167.989,54148.273
PI534148,696.7605,1436661.8,19269.342,274685.7,247404.22,57122.93,35579.516,2493.6953,20431.934,3738.371,22385.334,29872.688,143001.77,56369.453,383649.62,170767.06,168672.89,37683.45,6257.573,21338720,312654.44,8362724.5,557527.25,523952,399339.44,987042.1,16338.394,2314.5269,295032.34,14227.004,81700.69,39074.062,13457.241,4366115,19169.738,239852.12,7175220,41703.406,2929281.5,90789.734,62098.15,20208.533,795976.1,104704.766,11138.152,37940.105,378764.1,14618.406,347375.8,168960.19,20327.555,4221.3223,3633.9438,6378.261,6080.914,6378.261,32422.412,174668.6,7319.7197,1941.3948,96940.086,2559.275,48062.035,3887.699,1669.365,9866.986,1327.1792,274685.7
PI656023,599.9488,1315165.1,5684.63,15935.074,54816.633,72019.74,47839.17,47343.938,77529.48,47343.938,80934.766,36211.164,428375.47,98635.64,275823,1438199.9,760264.44,88799.91,222487.95,32776712,214536,39039196,4085066.8,2734748.5,205207.81,3566558.2,166520.73,108803.27,539815.75,28714.04,374062.25,117635.31,34250.78,15500244,67798.91,161676.81,34392348,221436.92,14960274,897520.44,1582.7014,59162.625,1575206.4,2401097.2,104935.08,47911.44,2091782.6,36545.125,1146346.8,1011571.8,15114.834,94419.836,73549.16,16710.03,73687.47,46381.684,59185.57,29084.682,34250.816,90976.23,13450.16,64885.4,151077.08,22475.127,23149.127,209863.88,1991.0068,15935.074
PI656080,184.28906,1110130.2,9720.664,59568.254,214995.02,20488.332,8501.285,3475.2065,21551.053,9227.368,3708.7524,10072.732,135074.3,27247.557,165448.72,114616.98,109224.76,21976.771,18177.045,10125233,204544.19,14695517,1399097.4,1472790,923599.56,1544446.2,120298.336,9497.191,114654.484,10464.26,109831.6,31078.594,2792.3845,1112298.1,38455.773,116179.71,7180832,111679.6,9675751,412260.75,412260.75,73107.44,518472.1,931889.25,82484.43,106146.555,627788.94,25445.74,351456.44,694401,7325.6616,18636.215,105527.83,16371.662,8660.043,23683.41,101988.85,11747.428,4591.9883,72574.58,2192.0735,30218.959,87417.34,10059.263,11307.775,83469.49,6810.241,59568.254
PI329440,1445.3828,4065930.5,8597.484,206284.58,369985,97241.695,16289.635,4461.0273,9340.128,14464.454,40590.13,10573.708,268924.88,74926.5,183042.19,89156.055,114395.09,23885.49,57269.91,12813961,416449.25,16356909,605284,28958.516,425400.97,472124.94,13262.963,4006.2764,113552.7,1072.9329,72797.41,15766.744,1388.828,2974748.5,178952.52,368283.5,19369914,9617.481,6026193,1011117.3,151.6517,826490.2,543494.3,542105.75,494769.75,4856.1826,659966.2,10957.102,614202.7,534890.25,4977.1396,5101.5786,43360.832,4413.4897,13908.969,39465.48,49527.14,16767.467,32037.377,13542.89,6042.326,762.8855,40564.176,640.8697,6450.7065,51336.57,15516.149,206284.58
PI576437,77.078415,1439198.2,18297.53,5193.265,48992.45,91041.41,84472.58,8211.941,49594.594,54205.348,16354.563,37262.113,345949.88,21515.85,207915.31,442092.53,308972.3,67295.02,135352.84,24331532,293395.97,39337250,4817465.5,1906195.9,342420.94,1944147.1,177736.28,68334.13,385724.72,21469.238,351460.72,270256.2,14585.489,6796229,110423.87,213834.5,20329588,105570.805,24353694,1984381.6,3094.224,132940.73,2129863.8,2112383.5,177430.86,14014.854,3334924.2,21685.488,1587195.4,1422485.2,39451.816,55873.645,94351.42,20820.523,100821.03,85891.7,117781.46,2665.545,33216.445,119168.26,28830.969,74225.15,83268.51,13343.309,13814.296,176322.84,6529.0947,5193.265
PI533755,984.65137,1976581.9,2791.0686,106319.49,320338.22,49587.617,16287.432,6452.485,18429.691,16158.423,6423.4966,15634.496,228236.52,10676.567,81103.81,354428.25,204117.52,27939.367,58386.688,20031268,89236.19,17072828,1283082.5,1636932.6,688563.25,1636932.6,105758.97,4574.7354,160820.53,11844.797,115954.18,53188.48,16486.492,4664518,47037.688,115297.91,16550213,97261.94,13368173,907723.3,1957.8527,14137.307,666546.9,1136832.4,14834.595,39408.06,925967.9,15517.402,275198.66,659633.7,3099.3037,23002.75,78226.695,8663.231,36232.145,24762.494,46871.812,32599.072,10763.846,45441.805,45822.438,30765.498,62730.137,1580.6006,2773.9678,33393.95,13215.443,106319.49
PI655994,444.338,1679822.6,6358.2695,12935.131,154617.66,67098.734,75438.19,174612.53,89020.4,40523.453,132569.92,2491.6323,445811.53,44245.94,338859,399741.34,644768.1,52335.203,243415.03,7232870,236447.81,67585620,1818081.2,3183768.5,528343.6,3608142.2,223813.86,172344.03,405098.2,49713.434,415469.9,43279.836,50720.125,3036476.8,42144.938,132102.27,24987758,541162.6,41697270,1026896.9,80928.51,70198.516,1123739.8,4977876,62094.695,1532616.9,4805497,121371.414,517937.44,1769230.5,132638.56,62600.305,472325.3,22401.148,127327.71,126892.875,305460.88,3375.1497,41034.35,500078.28,6583.4683,94604.26,336782.97,56156.71,111145.37,808953,7022.844,12935.131
PI534145,771.07086,1417207.6,2437.265,328236.97,1671841.9,12546.167,50355.035,26402.18,46082.305,26402.18,40931.402,45026.547,283070.66,70434.38,196682.36,393142.12,332067.22,23014.021,13898.428,10512030,208196.86,27271378,2967484,3713205.8,1891291.5,2794082,505719.56,4729.8115,222453.34,20796.668,240792.1,88067.29,30475.445,2045211.6,37085.887,286540.16,9379835,336023.44,17400638,1063216.2,29482.07,137909.28,1441228.5,2776413,166520.69,675688.6,2264758.2,34040.47,1099933.5,870081.9,17817.555,59797.152,339352.8,26207.936,164538.33,71003.53,171951.84,7576.2666,14060.939,117657.5,2686.739,79408.2,147922.72,18897.271,6618.8745,184739.4,25673.023,328236.97
PI656090,545.179,1830825.6,6629.089,93409.76,468473.72,6296.0303,9860.066,4792.543,29153.092,7000.9004,21946.46,23945.898,318804,19826.504,155067.3,268186.7,264484.72,38033.555,79554.29,7536080.5,30825.13,29144270,1882303.8,1002722.5,95523.625,1814737.5,351712.38,35927.246,157443,28287.18,176906.78,213417.17,19076.988,2048282.5,40661,130259.25,12162269,161560.98,16612092,696917.44,17130.645,30074.836,912291.56,2709888.2,42192.723,136887.83,2096663.9,39061.44,285379.56,935158.7,28267.7,16500.375,205603.17,36402.527,52175.23,38657.64,135604.75,2029.0498,15726.812,235189.11,17258.26,45194.824,142685.42,21105.176,15481.957,458320.1,3213.9192,93409.76
PI656039,122.269196,1728139.1,23088.531,18719.236,61150.77,192615.3,197915.23,45851.133,61050.91,45851.133,41341.12,55535.402,757922.94,9157.844,261455.52,384573.16,232929.56,94533.586,206766.77,36907150,180715.83,42896988,3762524.8,4446354.5,1036008.6,3520550,763010.9,56198.75,455803.28,20826.16,267494.75,192056.1,29747.049,9264113,289410.28,190144.47,26928226,329114.97,17692458,1102961.1,3294.1497,140458.16,1639742.9,2642957.2,96253.54,849379.3,2067760.1,27501.299,1644791.9,933748.6,12204.324,99124.98,233292.17,29470.475,91592.09,123213.19,185474.4,6140.7217,31409.203,117509.234,11936.959,71915.82,115632.96,13986.841,4036.415,153764.52,18843.852,18719.236
PI17548,216.83047,1666757,8352.919,20087.588,50920.457,251346.22,137383.5,97803.1,46097.83,119064.22,42764.973,58385.996,763654,81754.26,141971.81,606612.44,354285.2,78023.836,49316.13,37281956,78339.75,46702864,1091757.6,1780675.1,88633.03,1246366.9,89656.71,54322.11,287876.8,13128.501,263161.12,67937.484,3872.0215,7265658.5,47487.734,439045.03,26190446,121631.68,18307652,875187.3,4109.8125,32137.33,872343.6,892223.3,78058.75,29557.006,1544258.2,35403.203,1129828.5,841176.2,21984.479,55651.836,57200.516,27214.037,55898.824,74750.54,115388.57,29286.031,21593.867,78825.1,37142.812,43185.26,119819.08,18909.81,3159.8418,272371.88,4721.723,20087.588
PI533792,4176.5728,2540290.8,16458.244,164799.81,786986.5,51131.137,28771.781,6920.792,2558.5603,6920.792,22161.713,13765.442,104789.62,5590.7837,78281.39,185640.83,69065.586,39800.867,44654.484,13673761,135328.88,16390978,1354022.1,1311242.9,109212.95,1563552.8,56784.562,8390.212,155237.9,10907.726,118831.414,94848.42,13261.172,4805057.5,104460.29,8703.668,18405364,108586.93,10620291,719456.75,3777.1233,15766.562,1046803.6,1328508.1,8463.737,60548.3,895542.25,29807.742,54280.574,818087.3,6296.363,33147.957,62986.324,14859.815,38076.418,37096.98,28226.709,3338.9631,27033.629,56678.285,1636.7625,32331.494,62043.586,700.9513,1257.8291,47623.766,2233.9392,164799.81
PI533927,43.217365,876186.7,1640.4493,18623.322,50236.49,52033.22,65017.887,14405.547,23907.922,14405.547,26152.004,797.22217,44932.566,3227.1223,76447.73,202470.72,108256.016,25922.896,62352.316,19303724,205921.28,14875718,372404.5,360610.38,33582.297,446808,37622.37,3367.0867,195666.7,7468.1895,92975.55,59173.43,1348.4509,6074892.5,190340.61,116152.875,13488565,5760.292,6746049.5,1504432.5,2051.3523,10811.72,484113.53,560867.44,9618.524,16025.114,685672.2,20283.146,544026.3,623462.2,41797.11,20504.89,38695.66,6863.4844,45064.145,27524.94,57273.695,21281.514,15189.269,9098,22229.428,24415.809,68490.766,857.67633,977.5362,80107.555,3493.046,18623.322
PI656081,239.07541,1663398.6,24327.299,28001.898,88414.945,73020.28,29895.463,20685.287,9078.927,20685.287,43687.957,14820.995,218423.84,12063.086,89733.21,291856.56,133497.17,42242.26,120598.85,18156530,358948.12,26837110,240015.88,551429,100418.66,1209515.9,68695.22,3225.6963,175697.14,30797.83,126876.21,24193.36,3506.8567,6000796,85309.95,76692.98,17840024,73594.34,9666185,424870.66,4012.0806,43018.734,939517.75,873350.2,41530.152,16733.81,697018.94,23177.014,700610.44,760925.44,4090.6096,6103.834,66325.64,78222.92,20983.506,24478.047,126057.266,4581.012,17798.914,78510.76,4727.399,32912.25,83520.24,10528.911,3337.5637,74828.56,6015.948,28001.898
PI576348,319.39996,1664456,8802.023,68671.11,152625.58,208565.56,29243.668,15533.729,26707.969,15533.729,51706.17,11787.727,138737.88,2061.7766,156417.3,559595.1,320371.62,54179.668,57236.055,15041225,226373.17,24705650,1500663.2,1941830.6,258850.17,3114612.5,156995.05,20850.676,226178.42,16387.748,192219.8,125409.086,24157.008,4536909,73911.65,222869.28,12953055,46852.027,6661588,96221.11,52967.254,58874.293,1126448.9,1284188.6,20572.459,656551,1642212.5,32600.908,402328.66,499236.16,18019.205,54063.04,75084.875,17494.143,59976.656,42317.312,60244.89,24310.852,40939.035,22769.754,9444.466,57984.992,121920.77,4863.994,13890.14,79940.66,17954.238,68671.11
PI656066,570.36255,1165619.9,5326.2095,40549.96,107215.945,66035.35,46533.23,12313.224,65128.543,35456.707,50431.156,41718.332,418033.94,55258.46,295926.47,706568.4,518971.97,113598.08,239536.45,30430358,203664.77,10829276,527265.44,2408057,774112.6,3231372.8,155963.05,100002.83,415900.1,39659.684,229343.14,209500.56,30724.14,12641894,94546.93,194216.77,29564122,129251.06,21241394,239072.4,2749.777,223586.23,1443331,2473287,78485.72,144934.03,1741441.9,50499.574,1670886.6,1146140.9,18624.713,66987.33,256385.89,28723.057,77045.086,159622.47,213911.84,7653.1147,40452.023,172772.92,37101.277,58170.89,169304.95,12425.375,2109.333,201093.28,30441.693,40549.96
PI655975,1417.8291,1431068.8,3179.7979,228775.58,800603.44,153853.08,57152.62,20220.326,32644.63,40535.652,50575.184,4389.9033,337390.4,37449.55,67077.61,235862.23,178776.12,33763.723,69425.37,10879963,411334.53,24146498,2998376.5,435412.62,342675,787760.06,1098.4385,6246.2935,229966.45,1037.5015,178361.73,156196.75,10516.104,2310403.8,36017.785,144115.67,14018178,6436.84,8049254,254140.72,254140.72,326754.44,980220.8,576726,105233.87,12090.303,625243.06,36549.62,893316.8,851769,16515.438,7499.1235,26277.936,1586.7361,33520.723,60288.195,44583.41,4485.377,2119.954,21615.834,4716.718,5898.929,84400.45,9525.199,5206.2183,62658.71,3475.9382,228775.58
PI655983,260.3941,1293234.8,7562.041,3151.24,27293.693,127928.4,26613.55,12922.435,45840.77,23682.012,13421.977,32388.06,377883.88,41415.18,460686.9,359312,484240.62,56195.555,30583.34,21803834,373961.56,29996806,1812350.5,540501.8,424071.25,1657029.2,163267.55,36078.99,365022.34,2078.496,240027.81,213956.8,27570.105,6650555,40712.35,136732.69,16367042,134459.84,10465298,708331.25,708331.25,56760.695,872230.94,1130614.2,53829.81,401400.2,998799.9,22303.2,1334428.5,748644.25,23052.38,59166.434,126892.3,15420.343,71115.97,44793.44,95422.08,20585.812,16694.277,60490.523,27056.912,4510.504,86225.39,4655.3096,9568.419,34794.41,7759.978,3151.24
PI533877,666.9745,1762438.5,1496.5186,112732.3,268809.12,10123.783,44803.9,15665.334,7643.1606,15665.334,32664.855,9977.608,130825.625,5933.7354,75344.4,309858.56,171272.16,29099.633,62046.145,15655904,174400.11,17161100,205265.94,915011.75,253617.31,1040691.1,9508.746,10745.32,104906.05,7541.406,83483.27,40019.043,9587.688,4256936.5,92980.195,64094.016,11693930,65033.184,4104468.8,337481.94,2420.8682,13857.196,593116.94,935851.25,10392.325,56049.047,549792.2,21417.52,86569.38,653526.75,6929.1343,14559.415,7572.432,45079.082,19669.504,35601.223,26455.11,3336.3127,4677.7744,4888.4346,2223.1274,17443.564,59125.902,1186.9612,3481.8904,45630.5,6746.6035,112732.3
PI655981,243.74797,1680097.2,21667.516,11570.428,74560.22,113535.695,18484.262,6627.8145,47837.035,6627.8145,40698.117,15325.608,277110.7,17105.88,172479.94,423450.16,237339.75,39478.195,145936.45,12927426,249389.84,24408054,1056327.9,49076.277,464984.53,2361093.8,58310.82,52412.504,199160.25,22443.984,172429.77,43453.938,7532.893,7457624,36969.844,512943.34,23085876,113873.484,8617915,426832.5,2021.275,104758.52,1005877.3,1652953.1,20691.502,511151.5,1064083.9,30292.676,1090621.1,939384.3,16275.779,42683.54,208704.33,15080.586,54437.66,41000.305,115384.24,3251.6648,17431.18,83836.91,3822.665,39717.477,103659.45,12381.627,15322.515,162519.72,9355.915,11570.428
PI576337,186.75351,1825277,24443.41,70024.125,271779.78,28553.293,23917.19,3781.477,31588.068,13115.434,31146.002,26255.31,347154.56,49671.71,163536.48,282923.62,258402.48,39774.355,91338.7,11542632,175636.38,24656812,460462.8,1542728.2,149141.16,2086532.8,259893.16,47529.78,154807.4,22565.154,156612.92,46845.633,19268.225,2492484.5,32484.512,108649.11,13906858,164739.02,12094423,672957.2,8090.7715,34351.574,769717.3,1710669.1,43417.973,540732.25,1626516.2,50736.094,262930.44,940655.6,40383.492,28506.71,135655,16814.234,33180.094,36846.95,139278.69,6369.763,17968.186,148563.66,5633.2603,44008.598,130115.94,2931.306,9881.046,245244.77,11673.526,70024.125
PI533830,584.5947,1787890.2,4153.762,68070.76,152397.19,1408.0789,28603.64,2032.4203,3952.713,19662.158,3625.4526,25109.922,96965,23824.275,63107.56,286511.97,112309.55,26175.973,30557.488,22235068,173408.62,11213082,135982.39,523070,380842.66,708071.94,50723.355,1706.6465,181762.48,1726.7375,88863.7,25936.922,1950.1077,3676868,46707.06,27233.254,7894339.5,49117.582,5277414,637285.8,641878.9,30056.44,822251.94,365188.4,11453.7705,11208.994,353634.22,15111.752,260114.38,274553.84,4748.098,17347.51,19558.152,25334.326,36816.754,15223.64,40956.656,42349.473,10900.194,26856.492,12179.429,4854.8286,50534.78,1286.7761,1282.3114,35908.582,1595.5242,68070.76
